M1 >
(size of Audio: 48 X 13)
(M1 - size of Encoded: 48 X 2)
1.23801 -0.469222 
1.74677 -0.180756 
1.5196 0.0751862 
1.76871 -1.41407 
1.71743 -0.598836 
2.0379 -1.82225 
2.24146 -0.383588 
1.28122 -1.30116 
1.92917 -2.06831 
1.86189 -0.722938 
1.31779 0.117286 
0.95121 0.720137 
1.41222 -0.694193 
1.17642 -0.529427 
1.22526 1.24632 
0.701407 0.634005 
0.92371 0.22765 
1.30695 -0.025739 
2.401 -0.271034 
0.668871 -0.19137 
0.967017 0.16604 
2.26476 0.417037 
1.97812 -2.15591 
1.06513 -0.616817 
2.11413 -0.700556 
1.49115 -0.961393 
2.22239 -1.48135 
1.47555 -1.11907 
0.701403 -0.835567 
1.51752 -0.0119816 
1.34466 0.0805159 
0.877533 0.761318 
1.8543 -0.183243 
1.09227 -0.0758401 
1.1636 -0.400128 
1.15979 -0.478855 
1.89181 -0.444281 
0.898291 -0.454499 
1.4862 -0.75059 
1.42286 0.139661 
1.64734 0.877115 
1.0598 0.802037 
1.39183 1.42429 
1.05049 0.694783 
1.76687 0.31622 
1.18504 0.967783 
1.1792 -0.689717 
1.19284 0.476276 
1.91083 -0.150144 
1.63625 -0.965376 
1.28449 -0.0339848 
1.58739 -0.184457 
1.41273 -1.52242 
1.74644 -0.249851 
1.50908 -0.351656 
1.48742 -0.444824 
1.43591 0.769259 
0.559409 -0.250486 
0.925435 1.45447 
0.878977 -0.527172 
1.03959 -0.717093 
1.09342 -1.34785 
1.65016 -1.51181 
2.03869 0.50377 
2.2849 -0.266021 
0.330404 -0.523666 
1.45894 -0.644085 
1.28923 0.588315 
0.318501 0.931706 
0.693607 1.70263 
1.39732 0.39679 
1.45742 0.580339 
0.813712 1.65389 
0.727276 1.60132 
0.989324 -0.132008 
1.44526 -0.693239 
1.36417 -0.453726 
0.989006 0.0837689 
1.48422 0.0919476 
0.690368 0.540441 
0.231896 0.531399 
0.514832 -0.25669 
2.40985 -0.877224 
1.17631 -0.973248 
1.96588 -0.295247 
1.25464 0.186446 
2.03106 -0.67452 
1.73016 -0.560595 
1.15932 -0.602855 
1.73522 -0.949174 
1.45297 -0.792067 
1.74323 -0.440008 
1.34599 -0.523878 
1.57819 -0.935288 
1.99785 -0.274336 
0.943568 -0.605918 
1.61315 -1.92385 
1.90975 -0.227874 
1.184 -0.701055 
1.67348 0.210983 
0.828201 -0.62261 
1.42257 -0.83135 
1.22722 -0.5796 
1.24096 0.459389 
0.355518 0.975909 
1.52299 1.24239 
1.62074 -0.608325 
1.16601 0.424575 
0.918552 0.0725345 
1.09116 -0.493753 
1.29327 0.934752 
1.52724 -1.17281 
1.18202 0.397243 
2.08723 1.52933 
1.2816 -1.27891 
0.681918 -0.690667 
1.34238 -1.11739 
2.08619 0.0256675 
0.998394 -0.496594 
1.027 0.467715 
0.134103 1.61952 
1.13817 0.0984844 
1.34773 -0.508967 
1.59618 1.1184 
0.837259 2.43512 
1.35768 0.504319 
1.68698 -0.242208 
0.865446 0.330858 
0.318609 0.770796 
1.55247 -0.171463 
1.70362 -0.171454 
0.222241 0.173644 
1.21543 0.618728 
1.2891 0.0724605 
0.754392 0.886375 
1.5852 0.693331 
1.03398 -0.0538111 
0.78021 0.884818 
1.25601 -0.571707 
0.237409 0.13035 
-0.0965555 0.738002 
1.25492 2.03321 
1.1836 -0.717587 
1.72363 -0.770233 
2.03025 0.20864 
1.32089 0.524715 
1.34424 0.118431 
1.3632 0.173001 
1.03647 -0.455073 
1.23546 -0.194648 
1.32436 -0.163342 
1.03211 -0.219104 
0.631014 0.288031 
0.83352 0.259098 
0.845284 0.292726 
0.537834 -0.233241 
1.22115 -0.151758 
0.911351 0.338641 
0.54905 1.15891 
1.10102 0.0907455 
0.834291 0.515013 
1.13112 -0.331726 
1.24553 0.315551 
0.480372 0.823582 
0.868316 0.309782 
1.02776 -1.29787 
0.884723 -0.343355 
1.02501 0.799806 
1.53688 0.876648 
0.598279 -0.809936 
0.527163 0.792835 
0.918448 1.01997 
1.40863 -0.463871 
1.26695 1.23565 
1.48955 -0.426598 
0.442431 0.0722217 
0.64729 -0.51234 
0.988155 -0.552838 
1.85736 0.127088 
1.38737 -0.119475 
0.962642 -1.15102 
1.06968 -0.0594473 
0.745703 -0.168845 
1.29966 0.306683 
0.746263 -1.14236 
0.902316 0.00571732 
1.79334 0.0846564 
1.08559 0.208324 
0.703992 0.704594 
1.14369 0.716908 
1.31912 0.808316 
1.75657 1.09051 
0.956385 -0.469662 
0.842511 -1.01621 
1.30433 -0.0211223 
1.13306 -0.334487 
1.54681 -0.998722 
1.27816 -0.565713 
1.02873 -0.847877 
1.26121 -0.737892 
1.26698 -1.26621 
1.45336 -0.767317 
1.31838 -1.34049 
0.718448 -0.476606 
1.50943 0.131694 
1.17945 1.07917 
1.30034 1.51338 
-0.165114 0.00833761 
2.20216 0.311655 
1.46896 -0.345288 
1.14303 0.312447 
0.972754 1.15305 
1.36782 0.698707 
1.20139 0.726474 
1.2214 -0.423461 
0.666735 -0.356187 
0.980035 1.31735 
1.23511 0.791249 
0.713391 0.702563 
1.97442 -0.199995 
0.645888 0.214875 
1.03994 0.729465 
1.04436 0.281663 
0.773237 0.358601 
1.36533 1.19957 
1.33959 0.796792 
1.22731 0.394305 
1.48054 0.225606 
1.29791 0.384584 
1.14995 0.620796 
0.888694 0.281009 
1.44273 0.388477 
1.01381 -0.171767 
1.50198 -0.0308423 
1.70964 -0.578058 
1.62006 0.476104 
1.29077 1.25039 
1.09892 -0.405861 
0.221136 0.908101 
1.35948 -0.17323 
1.6389 0.0304893 
0.579384 1.16366 
0.82142 0.579278 
1.15434 1.55799 
1.19654 -0.170796 
1.09266 0.787116 
1.31875 0.389675 
1.1949 0.160748 
0.984945 -0.280501 
1.39304 -0.643365 
0.565565 -2.22056 
0.764316 0.243706 
1.65705 0.764695 
0.656599 0.489021 
1.2783 1.60069 
1.46 1.13973 
1.21743 0.168789 
1.48687 0.752077 
1.39864 0.847886 
1.22169 -0.729745 
1.057 0.0647141 
1.56322 0.160174 
1.12141 1.05295 
0.947525 0.0702508 
1.06766 0.314152 
0.980083 0.849579 
0.798585 -0.37022 
1.12468 0.691916 
1.38354 0.605837 
1.20288 0.274353 
1.06028 0.683623 
1.10252 0.180404 
2.27488 0.454329 
1.37957 0.24148 
1.13933 0.084914 
1.06674 0.359536 
1.18264 -0.2842 
1.35293 0.46289 
0.82242 -0.0830588 
1.44638 0.336097 
1.39488 0.0157493 
0.968829 0.0846808 
1.21834 0.853364 
0.565674 -0.22404 
0.926249 1.02497 
1.71692 0.709129 
1.5183 -0.777611 
0.754839 0.335811 
0.963406 -0.301287 
1.73636 -0.251839 
1.82658 -1.1984 
1.45073 -0.892891 
0.662186 0.676276 
0.943276 -0.245986 
0.431665 1.61622 
0.788926 0.080087 
0.653635 0.364192 
1.1016 0.284607 
1.09058 0.405903 
0.857822 0.183048 
1.25744 1.08137 
1.14885 0.0366541 
1.56247 0.83004 
0.802241 0.661972 
1.07855 0.184347 
1.35737 1.08073 
1.01708 0.369302 
0.622383 -0.279251 
1.27411 0.281856 
1.5841 -0.0861467 
1.00438 0.655221 
0.606261 0.718316 
1.00854 1.57385 
1.03905 -0.116849 
0.921033 -0.0513491 
1.09439 1.20002 
1.27436 0.351354 
1.26037 0.361825 
1.2335 -0.699123 
1.10829 -0.0309191 
1.67357 0.478267 
1.45547 1.84161 
1.07986 -0.62254 
1.83968 -0.314682 
1.10535 -0.00879114 
0.759564 -0.378971 
0.81646 0.240278 
0.504885 1.89802 
1.00537 1.84207 
1.34264 -1.07397 
0.995367 1.28726 
1.44457 -0.671802 
1.33442 -1.27777 
1.24658 -0.73698 
1.08972 0.220891 
0.980151 -0.458263 
1.2773 -0.443607 
1.45381 0.257106 
0.79053 -0.0610085 
1.33607 0.200347 
1.25461 0.469254 
1.28873 1.27703 
0.446909 0.216749 
1.02667 1.65026 
0.852018 -0.0803951 
0.692412 0.69658 
0.805806 1.1796 
1.05547 0.997115 
1.20361 0.341717 
0.668911 0.816498 
0.790726 -0.331963 
1.39816 0.166862 
1.36541 0.0177219 
0.629291 0.121206 
1.10056 0.249925 
1.13848 0.483558 
1.7542 0.44811 
0.694997 1.84357 
0.434395 1.53186 
0.522199 0.26154 
0.10844 1.89523 
0.78535 -0.449016 
1.0493 -0.0869705 
1.2629 0.634467 
1.13561 1.28658 
0.712667 0.988046 
1.17498 0.563913 
1.15016 -0.226458 
0.831359 -0.939949 
0.935767 -0.0214175 
0.585258 0.238392 
1.0876 0.596364 
0.492242 0.644106 
0.979654 0.934943 
0.979091 0.254313 
0.436814 -0.618531 
0.865741 -0.192745 
1.03228 -0.163981 
1.56643 0.711555 
0.34345 -0.890232 
1.90638 1.1709 
0.532296 0.702286 
1.84282 0.289107 
1.00768 -0.436085 
1.55502 0.603723 
1.02888 -0.34615 
0.462311 -0.11505 
1.38658 -1.28386 
0.851271 -0.373162 
0.61018 0.175147 
1.22224 0.399659 
0.689158 -0.73445 
1.21671 -1.35162 
1.43863 0.498359 
1.09333 1.01002 
1.12417 0.254384 
1.52369 0.644801 
1.43243 -0.455787 
1.64571 -0.0483136 
0.603843 -0.394028 
1.67563 0.795751 
1.25521 0.634835 
1.13031 -0.441921 
0.521992 0.388828 
1.16484 0.204706 
1.05696 0.893792 
0.905211 1.19816 
0.153185 1.04926 
0.830514 -0.101812 
1.02862 1.13127 
0.155931 0.13349 
1.47945 0.739682 
0.939254 0.660197 
0.811058 0.70316 
1.22932 0.480012 
1.74567 -0.197389 
2.32759 -0.588643 
0.952747 -0.587614 
0.627177 0.25586 
1.3628 -0.830432 
1.05296 0.976911 
1.34902 1.12525 
0.233124 0.373722 
0.433996 0.590471 
0.909327 -1.2006 
0.512863 0.525525 
0.854008 0.049944 
0.989821 0.481737 
1.17271 0.174045 
1.30763 -0.33339 
1.17674 -0.182003 
0.748635 -0.598648 
1.25766 -0.268833 
1.19234 -0.51191 
1.06932 -0.108891 
1.00428 1.13947 
1.54577 1.08982 
0.760632 0.336154 
0.469703 -0.0272578 
1.06958 0.00844925 
1.29928 1.18267 
1.37764 1.50785 
0.892446 -0.890432 
1.63574 -0.309271 
1.00205 0.640625 
0.775156 0.385033 
1.43428 0.296324 
0.833476 -0.0595678 
1.50285 0.017604 
1.40762 0.0128547 
0.549097 0.498012 
0.991529 -0.239718 
1.40613 0.361344 
1.11378 0.061716 
2.03984 0.75904 
1.77941 -0.382031 
1.44922 -0.297568 
1.93789 -0.314791 
1.55476 0.0471675 
1.00895 1.46148 
0.897702 0.163168 
0.925123 0.67468 
0.936136 0.185181 
1.01809 -0.908529 
0.831844 0.508283 
1.4305 0.782336 
1.92668 0.778359 
0.934842 -0.264963 
1.27489 -0.672439 
0.643046 -0.0182106 
0.676142 0.827182 
1.59736 0.316428 
1.16477 -0.344931 
1.10123 0.0448122 
1.7535 0.903295 
1.53703 0.377522 
1.53183 -0.333446 
1.19968 -0.874119 
0.329715 0.317707 
0.796678 0.396481 
1.03312 0.226035 
0.704906 0.150393 
0.835707 0.0559496 
1.16947 0.628269 
1.40273 0.590501 
0.633544 0.503312 
0.946242 0.147458 
0.901341 -0.121926 
1.0258 0.629228 
1.22633 1.0347 
1.29683 0.159255 
1.264 0.721899 
1.13726 -0.475109 
1.15166 0.510859 
1.08603 -0.068657 
1.4921 1.22247 
1.31128 1.68075 
0.500158 1.2912 
0.79958 -0.0277738 
0.888158 -0.0750431 
1.58848 -0.232222 
0.812276 -0.426972 
1.44374 -0.244631 
1.25491 -0.200711 
0.844912 1.43696 
1.38886 1.19875 
-0.337648 -0.472604 
0.874391 0.159451 
0.365375 0.299826 
0.911226 0.978093 
0.859312 -0.150201 
1.2944 -0.392064 
1.05049 0.790584 
0.917335 -0.082169 
0.780541 0.940771 
0.925805 -0.585272 
0.821165 0.431881 
0.72069 0.0743935 
1.10808 -0.255699 
1.83298 1.15539 
0.478277 0.688227 
0.845898 1.60843 
0.505046 0.455651 
0.516658 0.731361 
0.764591 0.647627 
0.560942 -0.547666 
1.77639 -0.941763 
0.678718 -0.204632 
0.103835 1.12059 
0.55644 -0.0720655 
0.830754 1.04364 
0.938498 1.01053 
0.748211 0.608755 
0.864504 -0.210838 
0.727851 -0.0870199 
0.797362 -0.100868 
1.38353 0.437038 
0.899809 0.46593 
0.499879 -1.15819 
0.810143 -0.196697 
0.885053 1.40485 
-0.252241 1.18628 
0.556037 -0.0309854 
0.561125 -0.00860092 
0.311861 -0.116188 
0.278744 1.07763 
0.942811 0.79359 
0.368218 0.457658 
0.377564 1.35059 
1.02242 0.659914 
1.20776 0.751026 
0.887701 0.730109 
0.978535 0.0685679 
0.713113 -0.290028 
0.619867 -0.597857 
0.287567 1.74066 
1.13089 0.628455 
0.835165 0.279327 
0.514896 0.606665 
-0.101215 1.47916 
0.94761 0.703932 
-1.7544 4.43218 
-5.18259 1.11105 
-1.63008 0.29435 
-2.25831 -0.64913 
-1.68164 0.523528 
-1.0256 0.0201743 
-0.800775 0.620628 
-0.763335 -0.0847978 
-0.460843 1.50174 
-0.637823 0.89563 
0.689261 0.49672 
0.426982 1.09087 
-0.118929 2.242 
0.367669 0.133982 
-0.00218328 1.06574 
0.568763 -0.885605 
0.682892 0.156793 
1.36962 0.353152 
0.809454 -0.492157 
1.06738 0.743189 
1.2354 0.329615 
-0.807319 0.934443 
0.843538 0.0199644 
1.23571 -0.492747 
0.558246 1.77345 
0.485995 0.758791 
0.662577 -0.441855 
1.17063 0.86116 
1.12441 0.801756 
0.323696 0.557212 
0.336172 1.73267 
0.160754 0.634621 
-0.609403 0.894716 
-0.208248 2.77894 
-0.0278236 1.61168 
0.525194 1.64118 
-0.625 0.9446 
0.754352 1.32702 
0.398721 1.05238 
-1.5371 5.08343 
-0.48963 3.08415 
-1.07 2.76432 
-0.222443 2.11261 
-1.60459 3.81109 
-3.11138 3.04586 
-3.09634 0.981232 
-2.29524 1.09966 
-4.14489 2.48666 
-3.94623 0.666789 
-2.31002 0.331454 
-1.45675 -0.0251981 
-0.4039 0.128254 
-0.414836 -1.02105 
-0.59478 -1.02468 
-0.412981 -0.859426 
0.257786 -0.352954 
0.369339 -0.183393 
1.07645 0.126166 
1.1298 -0.14701 
0.314894 -0.269971 
-0.220535 0.0402655 
0.17099 0.777393 
0.0994459 -0.0308845 
-0.182314 -0.655958 
-0.329635 -0.343708 
-0.212279 1.93408 
-0.181509 0.949403 
0.0988156 0.0385563 
0.229668 1.07241 
0.213884 -0.247201 
-0.241347 1.09599 
0.306766 0.957481 
-0.535843 0.546207 
0.696672 1.4957 
0.37347 0.873743 
0.475804 -0.131934 
0.40736 0.0683889 
0.147528 0.794908 
-0.252629 0.350838 
-0.413041 0.317293 
0.373188 1.12693 
0.757438 0.572709 
-0.0430719 -0.597948 
0.33234 0.524261 
0.292469 0.878956 
0.643069 0.506893 
0.866324 0.383603 
0.980127 -0.257587 
0.202216 0.281103 
0.624774 0.703371 
0.595905 -0.183353 
0.0778858 0.54945 
0.927013 -1.18876 
0.555179 0.450578 
0.622012 0.384866 
0.753619 1.37821 
1.05063 -0.546119 
0.494954 1.03651 
1.28745 -0.27878 
0.59648 0.481035 
1.43819 -0.58312 
0.488715 -0.473355 
1.3069 -0.196068 
0.91916 -0.331521 
1.25315 0.102172 
1.1548 0.0423861 
0.923773 -0.0933644 
1.14133 -0.129597 
0.81609 0.596055 
1.37448 1.49837 
1.19095 0.274734 
2.17187 1.22556 
0.700794 -0.105145 
0.697974 0.868952 
1.10636 0.231354 
1.2234 0.864507 
1.28673 0.142516 
1.03518 -0.641906 
0.0990595 0.343344 
1.27459 -0.716195 
1.45856 1.0176 
1.24008 -0.0872206 
0.787888 0.31338 
1.03411 -0.350532 
1.65367 0.812014 
0.897809 -1.27787 
0.779418 0.84892 
0.871925 0.28275 
0.86097 -0.52472 
0.563302 0.303523 
1.17981 0.337678 
0.736421 -0.703306 
1.32356 0.854696 
1.08035 0.636609 
0.984416 1.73123 
0.93774 -0.0527406 
1.14967 1.20856 
0.958662 0.605726 
2.13967 0.98051 
1.27889 0.201408 
1.24445 0.0374215 
1.1683 1.64167 
1.18693 0.68213 
0.812613 1.20244 
1.16899 0.579731 
1.17703 0.0330642 
1.73788 0.23129 
1.4147 0.40097 
0.992748 0.213013 
1.25163 0.724963 
0.540935 -0.0393358 
1.24741 1.00138 
1.29552 0.665098 
0.622236 -0.373803 
1.43301 0.346055 
1.21023 0.264679 
1.11193 0.878207 
0.757037 -0.490752 
1.11708 0.127356 
0.959497 0.418164 
0.672786 0.598264 
-0.742765 0.513409 
-0.087314 0.800791 
0.794443 0.443852 
1.46292 0.396689 
0.966223 0.265322 
1.64986 -0.500176 
1.46295 -0.207485 
1.05179 -0.103768 
1.15428 -0.360618 
1.57595 0.551031 
0.67386 -0.0650645 
1.09332 -0.385489 
1.55054 -0.240816 
0.935954 0.20275 
0.859076 -0.401398 
0.764877 0.406805 
0.968549 1.34008 
0.956698 1.32093 
0.708395 0.19926 
1.24953 1.38529 
1.15244 0.141066 
0.89999 0.0319591 
0.874834 0.427534 
0.876081 0.273965 
1.29845 0.874569 
1.5521 0.813459 
0.681578 0.100003 
0.924987 0.531755 
1.06131 0.543511 
2.13187 0.479384 
1.10063 -0.105565 
1.26846 0.843207 
0.507317 0.78412 
0.6116 0.459783 
0.997014 1.3405 
1.019 1.28526 
1.46859 0.977814 
1.25108 0.0331581 
0.644198 0.00173147 
1.59374 -0.224547 
0.298706 0.39134 
0.510344 -0.507591 
0.848539 0.495613 
0.806906 -0.594452 
1.11413 0.474842 
1.24783 -0.477457 
1.62977 -1.30784 
1.25577 0.0630381 
0.726296 0.244497 
0.718359 0.457666 
1.33628 0.767149 
-0.0597903 0.116095 
1.36203 0.420797 
1.12978 0.185115 
1.19646 1.23991 
1.16438 1.43584 
1.15474 0.578433 
1.19363 0.877594 
1.14932 0.925889 
1.20421 0.904342 
1.14265 0.175468 
1.57481 -0.0282768 
1.71598 0.529356 
1.69755 0.481666 
1.22313 0.497095 
0.775558 0.77754 
0.509223 -0.231989 
0.690615 0.823989 
0.408873 0.0533681 
1.08322 1.61177 
0.988334 0.451344 
0.400443 0.585692 
1.35847 0.408847 
0.924668 -0.767556 
1.0284 -1.78408 
0.800635 -1.15491 
1.59942 0.884847 
1.25399 1.02976 
1.34187 -0.18657 
1.48165 0.265887 
0.605038 0.256938 
1.64817 -0.718601 
0.35858 0.160491 
1.45659 -0.342581 
1.85918 0.319525 
1.53198 -1.08074 
1.13948 -0.0458626 
1.6764 -0.561237 
1.87968 -1.01526 
1.49316 0.391502 
0.684786 0.477433 
0.971849 -0.384417 
1.4997 -0.566192 
1.82003 -0.0475691 
0.861976 -0.661312 
0.67599 -0.408844 
1.05314 0.752052 
1.06964 0.040006 
1.43634 0.505247 
0.893726 0.794088 
1.35007 -0.964503 
1.08933 -0.362789 
1.34971 0.232379 
0.400309 0.646076 
0.222801 0.772942 
0.481863 -0.040221 
0.848753 -0.237257 
0.661678 -0.18993 
0.939972 -1.12188 
1.35196 0.738223 
0.362966 0.800915 
0.345476 -0.123428 
1.13774 -0.931872 
1.30188 -0.246566 
1.34761 0.439396 
1.55806 -1.72183 
0.25814 0.0647902 
0.940651 0.359173 
0.584598 0.0282062 
0.577893 0.595215 
0.538372 0.763029 
0.712498 0.368045 
0.132575 0.265382 
0.762844 1.90905 
1.21489 0.449279 
0.926203 -0.855808 
1.05369 -0.0796497 
0.911204 0.588677 
0.668209 0.0555422 
0.917337 0.266705 
1.37652 0.76891 
0.84586 -0.17681 
0.78495 1.24771 
0.420625 0.157356 
0.378683 0.167694 
0.986195 0.0864077 
0.861595 -0.236207 
0.85328 -0.0843549 
1.22879 0.356769 
1.78206 -0.0277818 
1.26195 -0.434257 
0.777025 -0.954499 
0.487797 1.11146 
1.46559 0.108098 
0.236128 0.324201 
1.4656 -0.645801 
1.03504 0.200393 
0.904274 1.43298 
1.29339 0.454439 
0.221364 -0.281807 
1.24648 0.891044 
0.644416 0.332854 
0.953648 1.37744 
1.00317 0.877851 
2.08514 0.906563 
1.33606 0.847518 
0.0604858 0.869618 
1.05057 0.726567 
1.18063 0.481437 
1.43101 -0.0715674 
-0.0122931 0.755441 
1.60699 0.92151 
0.678367 0.299757 
1.00825 0.926994 
0.567878 0.151932 
1.11567 1.32347 
0.955878 0.883829 
0.485122 1.45698 
0.814104 0.0379885 
1.08786 0.547005 
1.41267 -0.0348072 
0.326535 -0.736319 
1.54417 0.464038 
1.12799 -0.326208 
1.79275 -0.214796 
0.854022 0.860003 
1.18412 -0.783809 
1.34735 -0.168977 
1.52853 -0.0565189 
1.10578 0.546487 
1.32166 -0.402638 
0.986613 0.743749 
0.780773 0.724215 
0.888023 0.795359 
1.5908 0.372447 
1.69135 -0.00774044 
1.16964 0.36997 
1.11226 0.917794 
1.69096 0.402208 
1.15199 0.803945 
0.860184 0.102146 
0.674981 0.318052 
1.1918 0.861156 
0.886672 0.640931 
1.01762 1.35854 
1.26379 0.490088 
1.28839 0.719909 
1.09759 0.158701 
0.790525 -0.114009 
0.927766 -0.195757 
1.47993 -0.0450463 
1.64135 0.654336 
0.502328 0.330106 
1.27433 0.510219 
1.08179 0.0319 
0.847264 0.681295 
0.843315 0.434693 
0.586697 0.020375 
0.879442 -0.38566 
0.863632 -0.0253066 
1.14438 0.603807 
1.64421 1.27947 
0.601105 0.549594 
0.696369 -0.653496 
1.30378 0.845772 
0.45328 0.682129 
0.594705 0.738056 
1.1511 0.276823 
1.07678 0.844484 
1.03302 -0.315184 
0.943243 -0.632911 
1.17246 -0.718759 
1.23622 -1.2276 
1.32179 -0.554344 
0.835521 -1.11309 
1.40634 -1.74885 
1.40313 -0.2122 
2.05205 -0.976924 
1.41398 -0.261235 
0.97325 0.135138 
0.863455 -0.745768 
1.37612 -0.294894 
0.869909 1.05914 
1.6613 -0.247818 
0.734778 -0.691936 
1.4064 -0.0311697 
0.94037 0.668116 
1.38048 1.13472 
1.74134 0.414996 
1.16098 -0.0416772 
1.59436 -0.144486 
1.01641 -0.312369 
0.928908 0.115165 
-0.625772 1.22209 
-1.21277 0.769296 
-1.80294 0.918848 
-1.62845 0.51276 
-0.916081 -1.67962 
-0.83382 -0.117469 
-0.4314 -1.44658 
-0.207691 -2.16813 
-1.50866 -0.982878 
-2.1781 -0.550215 
-3.04345 -0.289947 
-2.94901 0.0834193 
-3.00875 0.597988 
-3.03099 -0.41826 
-2.52136 0.125214 
-1.71527 0.00268717 
-2.12514 0.733346 
-2.76388 -0.0647864 
-3.85107 0.684198 
-2.67872 0.449226 
-3.20166 0.756575 
-3.26902 1.72903 
-3.13292 1.25573 
-3.81013 1.92285 
-2.80463 1.65532 
-3.39314 1.57701 
-3.22417 1.86809 
-3.65761 0.951172 
-3.00538 1.66079 
-3.65096 2.56913 
-3.15266 1.60544 
-3.37563 0.244365 
-3.54871 -0.386686 
-3.65494 0.764698 
-3.71552 1.34119 
-3.14455 0.589776 
-3.42307 0.866441 
-3.55547 1.91278 
-3.40855 -0.816874 
-3.26343 1.83906 
-2.90982 0.599786 
-3.17682 1.86836 
-3.83535 0.598068 
-3.39345 1.31686 
-3.92111 0.00878738 
-3.02399 0.668523 
-3.20734 1.08072 
-2.63177 1.27096 
-3.35947 0.744275 
-2.96851 0.555099 
-2.66192 0.633666 
-3.85081 0.252691 
-2.69591 0.545123 
-3.25036 0.69917 
-3.33229 1.1276 
-2.37525 2.21151 
-2.49462 0.14979 
-2.37566 1.13183 
-2.82005 -0.736622 
-2.34778 0.258833 
-2.2484 -1.32994 
-2.61913 -0.17719 
-3.52751 1.63035 
-1.89272 -0.921235 
-2.27047 0.594035 
-2.98547 1.08597 
-2.95023 -0.23941 
-2.52034 0.419297 
-2.78804 -0.0585353 
-2.30165 0.390575 
-1.83766 0.419937 
-2.91036 0.50227 
-2.78163 -0.449344 
-3.24812 0.813813 
-3.26507 0.275563 
-2.30499 -0.0404476 
-1.72193 -0.20219 
-2.10716 0.158565 
-3.61279 -1.56124 
-3.33655 0.233375 
-2.88661 -0.299566 
-2.61895 -0.817695 
-2.15598 -2.44272 
-2.29136 -3.43593 
-2.62222 -3.03251 
-1.17539 -1.29479 
-1.52669 -2.52987 
-2.15322 -0.157724 
-2.5319 -0.885782 
-2.85838 -2.59486 
-1.575 -3.4499 
-1.96801 -4.07275 
-1.13659 -3.86596 
-1.93366 -3.2385 
-2.31764 -2.3729 
-1.41447 -1.53632 
-2.68109 -1.60863 
-1.79088 -0.769077 
-1.80606 -3.37212 
-2.67558 -2.87887 
-2.18638 -3.93337 
-1.22175 -3.16226 
-1.18738 -4.03771 
-1.83575 -1.40731 
-2.95031 -0.851186 
-2.22465 -0.839334 
-2.54615 -1.48718 
-1.52443 -3.39005 
-2.38766 -3.53096 
-1.80064 -2.29281 
-0.535958 -1.10045 
-1.95699 -3.26098 
-2.81876 -1.51622 
-1.86806 -1.61556 
-2.51824 -1.14455 
-2.2852 -1.3802 
-2.05601 -3.20189 
-2.13113 -4.71857 
-1.91424 -3.5665 
-1.43213 -3.27034 
-1.21169 -3.44823 
-1.59993 -3.14492 
-1.36801 -2.29491 
-2.61582 -1.51209 
-1.5472 -2.39307 
-1.83638 -3.15138 
-3.79907 -4.14992 
-2.87942 -3.91335 
-2.23232 -3.8713 
-2.56947 -4.5295 
-3.01164 -3.65043 
-2.23716 -3.75652 
-2.08713 -4.23916 
-2.65814 -2.18599 
-2.64902 -3.52339 
-4.69131 -5.10592 
-3.3211 -3.4626 
-2.13652 -3.28399 
-1.89175 -5.48034 
-2.52457 -4.41739 
-2.0082 -4.53788 
-1.7843 -2.84155 
-2.97922 -1.85454 
-3.85584 -2.85395 
-5.00953 -4.73202 
-4.10257 -4.65002 
-2.85846 -5.48518 
-2.25801 -3.55594 
-3.16426 -2.95562 
-3.1168 -2.96725 
-1.57767 -3.09499 
-2.54736 -3.01948 
-3.12402 -3.22342 
-6.28357 -5.16629 
-5.23913 -5.56597 
-3.37892 -4.00314 
-2.89656 -4.77273 
-2.91674 -4.68923 
-3.12755 -3.65733 
-2.26457 -3.53853 
-1.79352 -2.31321 
-3.22564 -3.26764 
-4.61315 -4.27012 
-5.39959 -4.66081 
-4.78365 -5.48147 
-3.50889 -4.7554 
-3.22477 -5.58857 
-1.81783 -3.79813 
-2.78531 -3.66915 
-2.05855 -4.05139 
-2.91602 -2.53029 
-3.92818 -3.12521 
-5.82027 -4.04629 
-4.92737 -4.46323 
-3.24883 -4.46922 
-3.72266 -5.76005 
-3.53965 -5.01152 
-2.78963 -3.75125 
-2.99921 -2.85847 
-2.26401 -2.70145 
-3.65221 -3.96717 
-3.79261 -3.05312 
-5.45543 -4.49799 
-4.96209 -5.38922 
-2.73018 -3.38773 
-2.92913 -5.28512 
-2.78593 -5.76057 
-3.76331 -3.73568 
-3.03774 -2.36571 
-2.20056 -2.69741 
-3.5807 -3.93923 
-3.97742 -3.10851 
-5.72381 -4.58683 
-5.53252 -6.06376 
-3.26463 -4.79668 
-3.84209 -5.83412 
-2.58549 -4.34214 
-3.01105 -5.08555 
-3.79663 -5.31572 
-1.58617 -3.66982 
-3.12963 -4.48077 
-4.11235 -3.30652 
-5.41017 -5.32145 
-4.59323 -5.42068 
-3.02227 -3.937 
-3.64415 -6.39717 
-2.1169 -4.07309 
-3.84135 -5.4051 
-2.90775 -4.60641 
-2.1057 -4.3476 
-2.42514 -4.02189 
-3.29911 -2.89212 
-4.71858 -3.92987 
-5.73707 -6.10626 
-4.90015 -5.21764 
-3.64551 -5.10909 
-3.71035 -5.82397 
-4.45741 -5.071 
-3.25705 -4.51967 
-3.06993 -2.83355 
-3.0343 -3.59181 
-3.29008 -3.80795 
