M1 >
(size of Audio: 48 X 13)
(M1 - size of Encoded: 48 X 2)
-1.58808 -4.46072 
-1.26477 -3.12504 
2.66173 -1.00401 
1.03625 -0.389433 
-1.68811 -0.820115 
-0.080729 1.54808 
-0.50431 0.539631 
-1.96968 1.65911 
-0.627424 0.478001 
-0.448992 -1.85693 
-1.12083 -0.728037 
-0.021991 -0.555519 
-2.12824 -1.09696 
-0.735449 -0.880819 
-0.72223 1.12301 
-0.918579 -0.0228865 
-1.29122 0.0117636 
-0.748568 -0.135466 
-0.965518 -0.518914 
-0.239061 0.440377 
-1.33924 -0.731965 
-0.968037 0.311141 
-1.21981 1.13821 
-1.43978 0.642676 
-1.54668 1.48808 
-1.94337 1.13669 
-0.447652 0.0475588 
-0.226472 -0.794134 
-1.2563 -0.805317 
-1.13961 -1.70884 
-1.06165 -0.568226 
-0.887431 1.09313 
-1.42111 0.404351 
-1.39148 -1.46686 
0.075694 0.483663 
-1.17106 0.445414 
-1.69692 0.397909 
-0.00315172 0.618396 
-0.449143 0.965748 
-1.13105 -0.621525 
-0.949945 -0.0505675 
-0.508489 0.582526 
-0.585108 -0.975181 
-1.5177 0.610634 
-0.87819 1.83391 
0.125648 -1.44405 
-1.0302 -1.6128 
-1.2513 0.164656 
-0.760763 -0.254211 
-1.1677 1.19765 
-1.98718 0.52593 
-1.19059 0.770838 
-1.28361 -0.311477 
-1.35168 -0.802976 
-1.80741 2.10351 
-1.23674 -0.408604 
-1.72794 0.486702 
-0.998342 0.192771 
-0.894135 -0.779289 
-0.757401 0.60298 
-1.40568 0.961568 
-0.945979 1.25589 
-1.77642 0.0302596 
-1.17551 -1.59124 
-0.830392 0.288141 
-0.584731 -0.781823 
-1.30639 -0.209071 
-1.18105 0.959607 
-1.72995 -0.0923771 
-0.78092 -0.475173 
-0.852781 -0.859264 
-0.858187 -1.4915 
-1.16563 -1.11784 
-1.62126 -0.663124 
-2.09531 0.471836 
-1.10364 0.824104 
-0.975225 0.242934 
-1.00648 0.492613 
-0.297596 0.132783 
-0.00853349 -0.476256 
-0.91681 -1.2825 
-0.84862 0.751811 
-0.899089 -0.668438 
-2.33117 1.7076 
-1.94329 -1.60637 
-2.34791 2.43087 
-0.311832 -0.231671 
-1.1642 0.42664 
-1.14556 0.178065 
-1.85382 -0.510679 
-0.846728 -0.0148065 
-0.616494 -0.687412 
-1.17363 0.283753 
-1.74241 0.965639 
-1.10232 -0.923301 
-1.25233 1.42722 
-0.676346 0.400075 
-1.32894 -0.623214 
-1.10646 -0.0993649 
-0.700544 1.10805 
-2.08864 0.398578 
-1.09567 -0.921938 
-1.0839 -0.308233 
-0.49583 0.290614 
-1.47815 0.29194 
-0.711588 -0.661004 
-0.982015 -2.1024 
-1.14131 -1.08618 
-1.62432 -0.607613 
-2.0953 0.411085 
-0.841673 0.0789811 
-1.28594 0.72666 
-1.90984 -1.83152 
-1.01349 -0.593934 
-0.898158 0.882462 
-1.08568 2.11476 
-1.49532 0.617011 
-2.73662 -0.29871 
-0.1927 -0.657677 
-1.06391 -0.305109 
-0.733817 -1.16131 
-0.748358 0.54894 
-1.00148 -0.125491 
-0.6074 0.889912 
-1.11746 1.33252 
-1.52164 -0.847648 
-0.601058 -0.417705 
-0.783376 0.429703 
-1.51696 -0.936055 
-0.708484 -1.63647 
-0.00338341 -0.569695 
-1.77607 1.10443 
-0.557455 0.819416 
-0.65501 -0.447995 
-0.16726 0.67993 
-0.846287 0.443087 
-1.17966 0.462592 
-1.9169 2.18179 
-1.2557 -0.252158 
-1.17492 1.45357 
-0.512476 1.04311 
-0.597734 0.115139 
-0.797952 0.105807 
-1.77146 -1.25782 
-1.19096 1.76946 
-1.86156 0.68364 
-1.35953 -0.116796 
-0.93745 0.140948 
-0.547066 -1.9303 
-0.351768 -2.49325 
-0.944353 0.256449 
-1.02705 -0.502953 
-1.0962 0.189171 
-0.0140194 -0.619443 
-1.49347 0.0597015 
-1.56657 0.953136 
-1.05785 1.74568 
-2.03612 -0.956154 
-0.398265 -0.138851 
-0.774469 -0.520132 
-1.18047 0.583996 
-1.91538 -1.50667 
-0.785969 -0.391395 
-0.727318 -0.275152 
-0.421944 -1.44629 
-0.625317 -1.49984 
-0.93898 -0.911022 
-0.601992 -0.612635 
-0.516951 -0.196807 
-1.71696 -0.799525 
-2.08755 2.90084 
-0.955956 -1.45154 
-0.875633 0.25418 
-0.430684 -1.41151 
-2.01383 3.31731 
-1.13153 -0.702807 
-1.15052 0.693467 
-1.1032 -1.33277 
-0.843015 -0.501113 
-0.715922 -0.683013 
-0.569146 -1.08631 
-0.834584 0.665612 
-0.162385 -1.68477 
-0.78063 -0.525141 
-0.797931 0.876059 
-1.25578 0.131895 
-1.16635 0.237104 
-0.36574 0.230271 
-1.28136 -0.746823 
0.0466476 0.133142 
-0.218508 -0.637012 
0.262588 -0.216761 
-0.953488 -1.73391 
-1.66157 1.44314 
-1.13486 -0.644708 
-1.04437 -0.783853 
-0.259919 -1.18577 
-0.386447 -0.414799 
-1.08057 0.799154 
-0.243971 -0.428264 
-1.05567 0.7546 
0.013054 -0.659152 
-0.613286 -0.509517 
-0.551921 -0.472356 
-1.38199 0.670736 
-0.270549 1.39308 
-0.795988 -0.259176 
0.34129 -0.600051 
-0.838858 0.959452 
-1.16054 1.57764 
-1.08656 -0.0555548 
-0.219355 -1.58242 
-0.635041 -1.04441 
-0.371051 -0.847774 
-0.525071 -1.01903 
-0.701669 0.589333 
-0.424949 2.08122 
-0.178212 -0.477302 
-1.68133 -0.171449 
-1.67745 2.27148 
-0.82414 -0.0154095 
-0.407193 0.869993 
-0.0965129 -0.492173 
-1.00399 -0.593336 
-0.540267 -0.802035 
-0.648183 0.50283 
-1.86706 0.774227 
-0.808063 0.304589 
-1.23406 0.499039 
-1.23363 -0.397537 
-1.25781 -0.921286 
-0.855694 0.723318 
-0.904852 0.795773 
-1.48586 -0.81261 
-0.815298 0.359404 
-0.493358 -0.773481 
-0.355782 0.164557 
-0.500476 -0.635102 
-0.854723 -0.806636 
-1.50323 0.788516 
-0.954564 0.11429 
-1.15979 0.117719 
-0.635627 -1.77049 
0.457757 0.745589 
-0.979975 -1.38922 
-1.20991 -1.14046 
-1.62736 1.1098 
-1.78864 0.0726231 
-1.2236 0.840005 
-0.9875 1.40553 
-1.0852 0.963029 
-0.317287 -0.906879 
-0.0823869 -1.66448 
-0.732955 -0.610118 
-1.16823 -2.1364 
-0.666383 -1.9959 
-0.647541 -1.16323 
-0.58475 -0.883149 
-0.719698 0.642135 
-0.691447 0.354751 
-0.129937 -2.69437 
-0.620027 -0.563045 
-0.55509 -1.35723 
0.0562946 -0.931972 
-0.766177 -0.867666 
-0.724097 0.860908 
-1.35016 0.619573 
-1.23707 0.424075 
-0.237368 0.661403 
-1.55577 -0.477228 
-1.23396 0.280879 
-0.881676 2.75055 
-0.573876 -0.228063 
-0.356617 -0.0862628 
-1.2326 0.328375 
-1.42015 0.231647 
-1.74002 1.25792 
-1.36339 0.86069 
-0.327027 1.33725 
-1.55687 0.478639 
-0.634896 -1.05632 
-0.625218 0.222244 
-1.11029 -0.525229 
-0.338302 -0.843807 
-2.23388 2.4203 
-0.938889 -0.309623 
-1.59104 -0.586476 
-0.922353 -0.48714 
-0.810454 -0.823547 
-0.669894 0.440321 
0.189937 0.233151 
-0.611083 0.961611 
-0.839898 1.76959 
-0.687839 -0.44353 
-1.39375 0.311857 
-0.417365 0.236258 
-0.522687 1.06483 
-0.678503 -0.360916 
-0.145907 0.273729 
-0.286647 0.624936 
-1.35413 -0.271128 
-0.462611 -0.796879 
-0.426484 1.00626 
-0.450264 0.121871 
-1.12042 -1.05749 
-0.787664 0.422761 
-0.31748 0.154413 
-1.759 0.153924 
-1.63804 0.640157 
-2.18741 0.577002 
-1.52228 1.26533 
-0.906897 -0.967806 
-0.830763 -0.401125 
0.213935 -0.00337076 
-0.715915 -0.662459 
-0.738861 -0.280973 
0.0547469 -0.25621 
-0.834091 -0.694511 
-0.0044744 -0.321015 
-0.215156 0.568757 
-1.02225 -0.288354 
-1.75881 2.1142 
-0.359915 0.180202 
-1.53047 -0.585989 
-0.985169 1.23825 
-0.909503 2.59262 
-0.600227 -0.434921 
-1.0525 0.377636 
-0.332873 0.10493 
-0.940486 0.0953126 
-0.761309 -0.743488 
-0.487609 -0.274942 
-1.12975 -0.946534 
-1.24921 -0.545511 
-1.16025 -0.56425 
-2.45901 2.51462 
-1.77324 0.810847 
-1.07077 -0.159731 
-1.31493 -0.555539 
-1.98712 0.569708 
-1.03427 0.370909 
-1.56518 0.738768 
-1.58014 0.2519 
-1.75538 -0.622 
-0.883243 0.807282 
-0.824207 0.590744 
-0.882606 0.360315 
-0.932985 -0.931253 
-1.15553 0.726016 
-1.68194 -0.0965396 
-1.49429 -0.469928 
-1.71029 -0.423976 
-0.264399 -0.609845 
-0.81435 -0.821587 
-1.29361 -0.122311 
-1.23068 0.534411 
-0.964364 0.752433 
-0.7692 -0.113144 
-0.945744 0.384404 
-0.499659 -0.851073 
-1.79957 -0.122968 
-0.928974 -0.0324776 
-0.858785 -1.10213 
-0.979894 -0.272304 
-0.646228 -0.11702 
-1.34553 0.205505 
-1.70683 -0.558078 
-0.920494 1.99076 
-2.35455 2.63259 
-0.775088 1.00803 
-1.13774 -0.370688 
-0.837808 -0.157809 
-1.89041 0.893957 
-0.879457 0.0682716 
-0.426814 -0.643472 
-0.747678 -0.386784 
-0.586893 0.468685 
-0.586976 -0.836955 
0.548299 -0.615262 
-0.347298 -0.757051 
-0.176855 -2.47647 
-0.590263 -0.457514 
-0.392007 0.148707 
-0.512192 -0.641639 
-0.758545 -0.259726 
-0.944217 0.201486 
-0.580395 -0.156622 
-0.965676 1.1541 
-2.36538 0.834846 
-0.694002 -0.551938 
-1.1049 -0.740701 
-0.860261 0.142148 
-1.09743 0.949499 
-0.883873 -0.976695 
-0.589024 -0.630024 
-0.920762 0.143826 
-0.979754 0.807863 
-0.844387 0.174843 
-0.860305 -1.19944 
-0.170008 -0.109878 
-2.15281 1.98512 
-0.449012 -0.222665 
-0.727612 0.35478 
-0.589936 -1.84779 
-0.529505 1.28941 
-1.08416 1.18909 
-0.505285 1.75573 
-1.60511 0.360064 
-1.24076 -0.414636 
-0.225194 -0.211125 
-1.41067 0.841311 
-0.795117 2.22799 
-0.598003 0.679917 
-1.11406 1.30228 
-1.01251 0.275723 
-0.652411 0.112675 
-1.21699 -1.49302 
-1.21959 0.239404 
-0.83088 -0.239342 
-1.41904 -0.134115 
-0.487294 -0.647278 
-0.602087 0.302259 
-2.01116 -0.489691 
-1.37799 0.071643 
-1.43883 -0.191042 
-0.899303 0.442396 
-1.27617 0.342846 
-0.884824 -0.0761448 
0.365815 -0.796 
-0.170739 -1.5515 
-0.898094 -2.25492 
-0.668192 -1.02877 
-1.82441 0.235378 
-0.374398 0.640257 
-0.462725 -1.43044 
-0.491406 -1.48683 
-0.730256 0.977058 
-0.209127 1.13866 
-1.01216 -0.823823 
0.219297 -0.0533013 
-0.784466 -0.711289 
-0.650124 0.518469 
-1.00511 0.465804 
-1.16629 -0.669663 
-0.258567 -1.01059 
-1.2502 -0.534758 
-0.437132 -0.923634 
-0.345685 -0.818476 
-0.694852 0.750148 
-1.11533 -0.360198 
-1.92489 0.221821 
-1.09194 -0.984976 
-2.32377 3.26483 
-2.13998 -0.252919 
-0.655241 -1.57651 
-0.834384 -0.12911 
-0.333773 -1.63225 
-0.724578 -0.645035 
-1.27819 0.896707 
-0.913026 -0.899281 
-0.837586 0.79724 
-0.790309 -0.763554 
-1.06804 -0.644807 
0.156867 -0.191668 
-0.993713 1.46479 
-0.185138 -1.02602 
-0.562832 0.897698 
-1.25178 0.984491 
-1.80996 2.52258 
-0.618797 0.119365 
-2.14511 1.00719 
-0.597411 0.36293 
-1.14465 1.64964 
-1.86846 -0.350976 
-1.84718 -1.86182 
-0.972286 -1.07258 
-1.43747 -0.413495 
-0.303806 1.09747 
-1.29933 -0.249842 
-0.635551 1.03232 
-0.265359 -0.040101 
-1.14944 0.428555 
-0.300509 0.490831 
-0.817899 -1.0191 
-0.804441 1.08602 
-0.80795 0.796348 
-0.948826 0.601044 
-1.64778 0.49533 
-1.79478 0.27221 
-0.615607 0.25629 
-0.0521743 2.20395 
-1.94124 0.417962 
-0.601048 -0.178073 
-0.623323 0.559564 
-0.87166 -0.707197 
-0.205255 0.911661 
-0.432269 -0.525938 
-0.558797 -1.44247 
-0.162272 -1.05633 
-0.228461 -1.81879 
-1.32835 -1.35528 
-0.666836 -0.227307 
-0.957008 -0.408864 
-1.04154 0.474951 
-1.09906 0.958634 
-1.16292 1.63083 
-0.747253 0.508244 
-1.65484 0.868407 
-0.739907 0.263325 
-1.70752 1.3442 
0.182278 -0.990122 
-0.498815 0.402431 
-0.828409 0.0767408 
-1.61908 1.84037 
-1.56656 1.56551 
-1.52307 -0.731134 
-1.41133 0.434747 
-0.547197 1.16228 
-1.35901 0.485491 
-1.10598 1.56846 
-0.638721 -0.101077 
-0.827228 1.59262 
-1.16401 -0.429109 
-0.71382 0.814691 
-0.580328 -0.222455 
-0.312425 -1.98212 
-1.34943 0.185691 
0.322607 0.327688 
-1.33137 0.308105 
-1.27336 0.0247901 
-1.46304 1.23702 
-0.793992 1.2321 
-0.630776 1.38877 
-1.3343 0.836128 
-1.01941 1.12286 
-0.468881 1.5177 
-0.799415 0.139637 
-0.0317023 -0.437566 
-0.382402 -0.473954 
-0.895652 1.01575 
-1.18082 1.70896 
-0.70239 0.457434 
-2.019 1.34487 
-1.05956 0.0465621 
-0.962625 0.295591 
-0.711311 -0.804536 
-0.640696 -0.607909 
-1.93467 1.09687 
0.145815 1.21301 
-1.1688 1.30442 
-0.679952 0.654045 
-0.707885 1.0369 
-0.788505 1.30302 
-1.23403 -0.47274 
-0.755389 -0.289805 
-1.54732 2.06943 
-0.594015 0.03461 
-0.524135 -1.08696 
-0.971361 -0.406302 
-0.880458 -1.15869 
-1.0429 0.280215 
-0.816228 -1.03481 
-1.093 0.16522 
-0.561023 0.708127 
-0.951548 0.204429 
-1.53626 0.447821 
-2.14003 2.47475 
-0.0954321 0.979165 
-1.20565 1.29158 
-1.1125 1.88327 
-0.47176 -0.651429 
-0.859087 -0.694733 
-1.97912 0.220511 
-0.788181 -0.859292 
-1.3056 0.556709 
-1.8642 0.280934 
-0.711011 1.80782 
-0.729686 0.526327 
-0.434623 0.0836154 
-0.918455 -0.431456 
-1.76469 0.576536 
-1.67632 -0.324218 
-0.933085 0.205359 
-1.22711 -0.128545 
-1.76237 0.635306 
-1.621 -1.44956 
-0.361899 0.113438 
-1.1468 -0.277954 
-1.09295 0.494621 
-1.06331 0.0815698 
-1.31892 1.8952 
-1.09238 1.55667 
-1.68163 0.325194 
-0.516686 0.461646 
-1.07897 1.22087 
-1.13136 -0.376965 
-1.23137 0.631338 
-1.31199 1.41984 
0.490152 0.87692 
-1.09227 -0.25515 
-0.719424 -1.4322 
0.0415302 -0.668822 
-0.990781 -0.939886 
-0.427317 -0.407844 
-1.28062 -0.213324 
-1.11343 0.812236 
-0.784051 1.04006 
-0.687939 1.5888 
-1.37349 0.22845 
-0.745461 0.345414 
-0.548455 -0.0583058 
-0.0923398 -0.380054 
-1.44971 1.09826 
-0.7942 -0.666719 
-0.967217 1.92419 
-0.610926 1.65463 
0.0847177 1.35245 
0.380794 0.184907 
0.863733 3.63822 
2.84758 6.12523 
3.6163 7.12593 
2.46349 6.21908 
4.72935 6.72351 
2.24788 6.04255 
5.5457 7.20418 
5.00397 4.02696 
4.65291 4.75794 
3.12331 4.87873 
3.02476 4.35943 
2.17158 6.04118 
2.25754 4.40144 
2.5767 3.91792 
1.85264 3.22694 
1.22753 4.04052 
1.50191 2.93503 
0.976274 3.08658 
0.9641 1.67003 
0.0659428 2.80714 
-0.537096 2.73586 
0.0949826 1.9803 
0.816206 3.42207 
-0.422062 1.72645 
-0.984581 2.03612 
0.156364 1.98846 
-0.725528 2.31417 
-0.766959 1.23638 
-0.656259 0.901418 
0.0492005 0.61652 
-0.405736 -0.461155 
-1.09598 -1.39204 
0.0876104 0.59141 
0.0881581 1.23104 
-0.597257 0.296725 
-0.920012 0.728335 
-1.5577 1.30824 
-0.969794 2.99935 
-0.651469 1.54502 
-1.06578 2.27853 
-0.906172 1.30407 
-0.672444 -0.0287773 
-0.0282739 3.46237 
0.323748 4.8608 
-0.619763 0.902189 
-0.951449 -0.358215 
-0.40131 0.11742 
-1.71504 -0.901519 
0.0895969 0.736928 
-0.971095 0.313354 
-1.02344 0.5255 
-0.970644 1.96197 
-1.59484 1.18434 
-1.52722 0.468454 
-1.59429 -0.169726 
-0.307828 1.56719 
-0.99897 2.97051 
-0.769448 0.291033 
-1.32807 1.1411 
-0.710015 1.31774 
-0.833336 2.3601 
-0.791469 -0.110792 
-1.709 2.35318 
-0.919719 0.252305 
-1.18616 2.27287 
-1.86194 2.91648 
-1.49571 0.148201 
0.0326439 -0.0203599 
-0.591101 1.80681 
-0.387694 0.949108 
-1.08245 0.469301 
-1.04571 -0.504474 
-1.22598 0.661184 
-1.19039 3.17802 
-0.00747045 1.26751 
-0.950351 0.212013 
-0.495957 1.16304 
-1.52808 -0.438087 
-0.989747 1.65719 
-2.17704 2.95385 
-0.0191281 1.13399 
-0.985132 2.30446 
-0.717253 2.19642 
-0.278244 0.837808 
0.107783 0.541508 
0.275799 0.262622 
0.34747 0.512747 
-0.282234 -0.433882 
-0.219316 -0.768095 
-0.676594 0.064626 
-0.217541 0.486941 
-0.66706 -0.193573 
-0.228883 -0.366652 
-0.650896 2.43289 
-0.944403 0.399699 
-0.538966 -0.878308 
0.419514 -0.052474 
0.374183 -2.10398 
-0.544597 -1.63312 
4.72568 3.59524 
2.60933 2.83713 
1.81937 0.51023 
0.754271 0.113289 
0.927174 0.124482 
0.818422 -0.396062 
0.592276 -2.67495 
0.60834 -1.74044 
0.384106 -1.11451 
-0.00345072 -1.57209 
0.120367 -0.927334 
-0.851992 -2.10829 
-0.113779 0.173021 
-0.111868 0.0408743 
-0.640686 -1.05034 
0.603688 -1.01382 
-0.959681 0.393507 
-0.72795 -0.805176 
-0.810576 0.631973 
-0.932902 0.255824 
-0.242339 0.792163 
-0.727186 -0.836391 
-0.64407 0.921626 
-1.16669 -0.792062 
-0.112272 -1.8784 
-0.480936 -0.93398 
-0.260439 -0.350809 
-0.508347 0.314157 
-0.522016 0.335395 
-0.050993 -0.997677 
1.12036 -0.621446 
-0.238875 0.0678398 
-0.572843 0.734889 
-0.160475 0.516216 
-0.996156 1.25117 
-0.788486 -0.09674 
-1.17719 0.171892 
-1.20235 1.01907 
-0.634445 1.32401 
-0.392856 1.40304 
-0.511042 0.976493 
-0.616497 0.475308 
-0.290169 -1.53706 
0.667818 -0.278314 
0.461726 -0.499775 
0.688413 0.379056 
0.315258 -1.30907 
-0.124581 0.110289 
-0.722694 0.795714 
-0.571648 -0.764453 
-1.41169 -1.35751 
0.438609 1.9325 
0.61022 0.792574 
-1.48635 0.917804 
-0.37357 -0.258974 
-0.635182 1.13798 
-0.729815 1.44802 
-0.630588 1.42797 
-0.416588 -0.0578634 
-0.92047 0.346972 
-0.967689 -1.94358 
-0.17606 0.244898 
-0.0955916 -0.158919 
0.256756 -0.557371 
-0.292614 -0.147471 
-0.855313 1.19943 
-0.0814641 0.525026 
-0.194278 0.134804 
-0.365829 -0.450061 
-0.291906 -0.72826 
-0.0251867 -0.588841 
-0.222955 0.241634 
-1.56101 0.597256 
-0.573666 2.15189 
-0.778691 -0.0966676 
0.226312 1.18945 
-0.854288 1.71931 
-0.0216109 1.71906 
-0.339737 0.904932 
-0.898452 2.04093 
-0.153361 0.9867 
-0.432719 1.31458 
-1.07624 0.748171 
-0.991227 2.86617 
-1.41763 1.39669 
-1.06303 2.36187 
-0.205588 0.647714 
-0.371209 0.567472 
-1.88233 1.1029 
-1.15241 1.96231 
-0.323573 0.791368 
-0.323436 1.10602 
-1.14565 0.841361 
0.205034 0.514169 
-0.190338 -1.54187 
-1.3786 1.0055 
0.506206 1.13567 
-0.833739 2.10071 
-0.259545 0.240871 
-0.0902835 -0.336067 
-0.444757 -0.219624 
-0.123484 1.75191 
-0.563819 1.25815 
-1.00322 2.83374 
-1.29084 3.35186 
-0.844713 0.0183373 
-0.231667 -0.764704 
-0.516104 -0.25876 
-1.26868 0.436729 
-2.29862 1.12349 
-0.87682 0.890202 
-1.10329 0.563398 
-0.773183 0.447965 
-0.389628 -1.11043 
-0.423042 0.510471 
-0.935161 -0.584008 
-0.138917 -1.68735 
0.256098 -0.716111 
-0.0456641 -0.886619 
-0.423849 -0.40677 
-0.648103 0.615876 
-1.04257 -0.281441 
-1.27151 -1.12478 
-0.232932 -1.05631 
-0.846513 0.359741 
-1.12339 1.09813 
-0.976026 0.775318 
0.189534 -0.312929 
-1.02759 0.258439 
-0.557717 -0.0722931 
-0.821457 1.31739 
-1.25995 1.37121 
-0.847898 -0.488031 
-0.476841 0.81552 
-0.76427 -0.508956 
0.136359 -0.0269755 
-0.639202 -1.32657 
-1.2286 0.987107 
-0.940063 0.38471 
-0.671612 2.94393 
-0.34782 -1.27203 
-1.11094 -0.193325 
-1.19877 -0.0456057 
-0.0913321 -1.23392 
-0.729887 0.178594 
-0.248857 1.14223 
0.109481 0.446836 
0.0156225 -0.579492 
-0.807675 -0.107141 
-0.195867 0.00465593 
-0.378005 -0.368805 
-0.793605 0.0219415 
-1.54247 0.139706 
-0.848657 0.417668 
-0.878142 1.42768 
-0.803895 1.40893 
-0.400788 -0.428627 
-0.593858 -0.0635142 
-1.22237 0.882707 
-1.60618 -1.09919 
0.413109 -0.243504 
-0.256223 -0.619729 
-0.629252 -0.0243623 
-0.398052 0.248098 
-0.137776 -1.45984 
-0.27032 0.142683 
0.125071 -1.2281 
-0.453221 -0.763201 
-0.950025 2.04143 
-1.91514 -0.218669 
-0.955847 0.733511 
-1.10386 2.21466 
-0.639885 1.36756 
-0.0620314 0.957428 
-1.04835 1.31099 
-0.438073 1.42272 
-0.467606 1.13625 
-0.730795 0.556923 
-0.557337 -1.74733 
-0.297425 -1.20295 
-0.163106 -0.943132 
-0.159867 -0.511215 
-0.298804 -0.359096 
-0.228964 0.622425 
0.0735039 -0.326258 
0.848435 -0.029543 
0.099791 -0.590412 
-0.534262 -1.46328 
-0.157317 0.186168 
-0.742996 -0.651007 
-0.799036 0.75302 
-0.549323 -0.490163 
-1.43268 -0.537495 
-0.353588 -0.967117 
-0.520311 -0.744592 
-0.22492 -1.40312 
-0.0798973 -0.0316828 
-0.226232 -0.689188 
0.0180969 0.611463 
-1.29556 -0.161853 
-0.623043 0.574425 
-0.305417 -1.36149 
-0.520782 0.59796 
-0.239054 0.432793 
-0.860196 -0.450973 
-0.795449 0.298446 
-1.95414 1.66911 
-0.328747 0.000195992 
-1.56881 0.413988 
-0.651989 1.02187 
-1.16744 -0.0162701 
-0.846144 0.183531 
-1.65239 1.85483 
-1.42515 1.42359 
-1.32094 1.38756 
0.0734779 0.84021 
-0.652938 0.900024 
-0.703332 0.0951405 
-0.457222 0.4779 
-1.33205 -1.18946 
-0.685285 -0.342495 
-0.20989 0.0848122 
-0.337865 1.39444 
-1.87217 1.57754 
-1.21128 0.15666 
-0.769631 -0.967982 
-0.1369 -0.793215 
-0.294637 -0.242615 
-0.646111 -0.993108 
-0.741189 -0.717615 
-0.928298 -0.643094 
0.273536 0.47208 
-0.0429574 -0.329648 
-0.642008 1.13012 
-0.148051 1.09805 
-0.840388 -0.0631305 
-0.943338 0.665006 
-1.18641 1.59128 
-0.795934 0.197398 
-1.28608 1.18072 
-1.0532 0.216305 
-0.752575 0.647571 
-0.801256 -0.115379 
-1.16297 0.900477 
-0.623909 1.66583 
-1.45076 0.612763 
-0.221823 1.60584 
-0.789633 -0.610446 
-0.961676 0.548761 
-0.852872 0.0858847 
-0.597563 0.98252 
-0.674332 -0.0510082 
-0.959098 -1.34138 
-0.276893 1.08526 
-1.524 2.19101 
-0.844229 -0.156691 
-1.52682 0.453268 
-0.667459 -0.326366 
-1.02261 0.259814 
-1.01805 0.690842 
-0.872822 -2.06365 
0.29449 0.612484 
-1.16176 0.941365 
-1.00673 1.34609 
-1.28622 1.35621 
-0.322847 1.02471 
-1.57651 1.10634 
-0.554202 0.955256 
-1.61012 1.60078 
-0.892897 0.358838 
-2.1481 0.200214 
-1.03414 -0.0860484 
-1.19337 -1.03312 
-1.03202 0.977046 
-0.255198 0.859342 
-0.475575 1.34083 
0.318118 -0.159359 
-1.0587 -1.45722 
-0.508268 -0.665017 
-0.188852 -0.678407 
-0.0702922 -0.120321 
-1.24883 0.873449 
-1.68758 1.2962 
0.116951 0.303766 
-0.519765 -0.927305 
-0.898889 -0.405823 
-0.0805541 -0.148624 
-0.233453 -0.210536 
0.315962 0.144791 
0.239304 -1.95559 
-0.431333 -1.0294 
-0.203913 -1.11725 
0.682366 -0.109476 
-0.878865 -0.516113 
-1.35162 0.126328 
-0.933071 0.883797 
-0.613777 0.897738 
-0.843072 0.665588 
-0.143566 -0.0646999 
-1.12661 0.175055 
-0.730452 0.320573 
-0.545852 -0.591736 
-1.84105 -0.898477 
-0.73476 1.31833 
-0.787484 -0.610791 
-0.458182 -0.249654 
-0.466505 -0.441524 
-0.352156 0.798964 
-0.735447 -0.0521719 
-0.603123 -0.113569 
-0.467822 0.284574 
-1.9604 0.858042 
-0.913159 -0.396978 
-0.68513 -0.402087 
-0.463822 -0.156007 
-1.28265 -0.166136 
-1.49569 0.0488441 
-0.547977 1.62747 
-0.0472787 -1.74169 
-1.37911 2.12691 
-0.643571 0.691015 
-1.48911 0.802407 
-2.01947 1.37377 
-1.54379 1.54648 
-1.16459 1.20336 
-1.21349 -1.4167 
-0.270486 -0.348419 
-0.469056 -0.348975 
-1.24062 0.468412 
-1.23816 0.968477 
-0.36355 -0.0412476 
-0.92643 -0.536506 
-1.07751 0.16877 
-1.13943 -0.335215 
-1.31034 1.68411 
0.65679 1.56906 
2.96079 2.01946 
3.8908 2.08677 
2.8435 1.59015 
2.05084 0.0821587 
2.27874 -0.314809 
1.9243 -1.6956 
1.32743 -1.03468 
3.03799 2.90078 
4.31868 3.69399 
3.40869 3.16168 
1.85919 3.27236 
3.05025 1.40922 
3.51318 1.36144 
3.80158 1.20865 
3.97389 1.83599 
2.68955 0.355949 
4.42616 0.669483 
2.35337 -1.44703 
1.88224 -2.72105 
2.30498 -1.27847 
3.29156 0.943112 
4.03015 1.81425 
4.2721 1.19371 
3.93533 -0.634989 
5.58677 -0.920606 
4.56932 0.0539643 
2.4921 -1.69372 
3.43664 -1.34584 
2.66351 -0.324889 
2.26887 -1.13575 
3.83719 0.173305 
4.09203 -0.706519 
4.68517 -1.01897 
3.39169 -1.19726 
4.93689 -3.04057 
4.0027 -1.34627 
3.67323 -0.878928 
1.77408 -1.3895 
2.62981 -0.391901 
3.54404 -0.888945 
3.80019 -0.801797 
5.21033 -0.583425 
4.91496 -0.243782 
5.28245 -2.26345 
3.73476 -1.92008 
3.92082 -1.49546 
1.88213 -1.08874 
3.12997 -1.74894 
3.16438 -0.540971 
2.64133 -1.57959 
4.36605 -1.93405 
7.05755 -1.12042 
4.10086 -1.70267 
4.55821 -2.42802 
3.12491 -1.04013 
3.81135 -1.34784 
3.08396 -2.12872 
2.0335 -0.480746 
3.75212 -2.10267 
4.27356 -1.48488 
4.7928 -1.46312 
4.93424 -1.31845 
3.91532 -2.12589 
5.19821 -2.99653 
4.4741 -0.0287442 
3.63565 0.244695 
2.43683 -0.691025 
2.16602 -0.0418376 
2.74733 -0.948348 
3.38317 -0.9827 
6.24907 -0.399946 
5.71935 -0.312948 
4.80474 -1.29657 
5.11031 -2.31837 
